id	name	age	country	hometown	height	arm_span
6360	Teresa Gallucci		ITA	Faenza		
6361	Josue Manosalvas		ECU	Ibarra		
6362	Mihyeon Hwang		KOR	Goyang-si, Gyeonggi-do, Korea		
6363	Eunkyung Nam		KOR	Seoul, KOREA		
6364	Minjung Jung		KOR	Busan		
6365	Sungchan Pee		KOR	Uijeongbu-si, Gyeonggi, KOREA		
6366	Seongyeop KU		KOR	Ulsan, KOREA		
6367	Daehyeon Kwon		KOR	Gimje-si, Jeollabuk-do, Korea		
6368	Gwansu Park		KOR	Ulsan, Korea		
6369	Supasan  Thanakornkul		THA	Bangkok		
6370	Melanie Messer		USA	Watertown		
6371	Sophie Rauberger		GER	Iggingen		
6372	Iuliia Zaitseva		RUS	Kaliningrad		
6373	George Stancescu		ROU	Targoviste		
6374	Igor Milosavljevic		SRB	Beograd		
6375	Elena Moss		CAN	Victoria, BC		
6376	Maggy Dube-Laroche		CAN	Laval, QC		
6377	Evelyna Trottier		CAN	Sidney		
6378	Aaron Di Lallo		CAN	Victoria		
6379	Magnus Einarsson		CAN	Brentwood Bay		
6380	Jake Forsyth		CAN	Maple Ridge		
6381	Kiefer Van Den Bosch		CAN	Pierrefonds, QC		
6382	Kumari Barry		AUS	Redfern		
6383	Su En Neo		CAN	Scarborough		
6384	Catherine Brunel-Guitton		CAN	Westmount		
6385	Veronique Gosselin		CAN	Magog		
6386	Ashley Veevers		CAN	Picton		
6387	Esti Tweg		CAN	Toronto		
6388	Louis Parkinson		GBR	Manchester		
6389	Daniel Fisher		AUS	Cook Canberra		
6390	Ville Tiukuvaara		CAN	Ottawa		
6391	Sebastian M Montes		ARG	BARILOCHE		
6392	Andrew Funk		CAN	Edmonton		
6393	Hector LOPEZ VALDEZ	26	MEX	Monterrey, NL		
6394	Nicolas Pacheco		ARG	BARILOCHE		
6395	Dmitri Karaman		CAN	Calgary, AB		
6396	Benjamin Fenton		CAN	Calgary		
6397	Ashley Edens		USA	Boulder		
6398	Sofia Heinze Cacho		MEX	Estado de México Huixquilucan		
6399	Leanna Lockhart		USA	Charlotte		
6400	Sue Brumm		USA	Barneveld		
6401	Ryan Scurfield		USA	Smyrna		
6402	William Pair		USA	Atlanta		
6403	Alejandro Martinez  Cordero	26	MEX	Cancún, Q.Roo		
6404	Ryan Withey		USA	Huntington Beach		
6405	Yeo MARCUS		SGP	SIN		
6406	Tzu-Hsiang Chin		TPE	TAIPEI		
6407	Kanat Egizbayev		KAZ	Almaty		
6408	Jekyoung Hyun		KOR	Jeju-do, Korea		
6409	Maja Bozich		CRO	Split		
6410	Lowie Lamberechts		BEL	Mariakerke		
6411	Wesley Black		RSA	Pretoria		
6412	Marek Wojcik		POL	Tarnow		
6413	Masafumi Toyota		JPN	TOKYO		
6414	Moritz Winkler		GER	Korntal		
6415	Brage Birkelund Olsen		NOR	Kvaløysletta		
6416	Bettina Aschauer		GER	Raubling		
6417	Noemi Langenkamp		SUI	Aarburg		
6418	Inga Patarcic		CRO	Berlin		
6419	Maria del Carmen  Martinez		MEX	Mexico City		
6420	Luis Gerhardt		GER	Pforzheim		
6421	Pawel Jelonek	31	POL	Tychy		
6422	Samuel Ometz		SUI	Fully / VS		
6423	Mats Habermann		GER	Kelkheim		
6424	Erik Ebler		SWE	Hägersten		
6425	Francisco Sanchez Trapes	25	ARG	CITYBELL		
6426	Rogelio Amil		ARG	El Chalten		
6427	Yuval Simhy		ISR	Beni Brak		
6428	Alexander Ilin		KAZ	Rudnyj		
6429	Michalis Ioannou		CYP	Limasol		
6430	Hossein Sadeghimahani		IRI	Tehran		
6431	Baris Guvenc		TUR	ISTANBUL		
6432	Julia Massullo		CAN	Coquitlam, BC		
6433	Ragnhild Eriksrud		NOR	Sogndal		
6434	Jorun Rennan		NOR	Gjøvik		
6435	Ida Marie Høiaas		NOR	Trondheim		
6436	Bibiana Dahle Ness		NOR	Lillehammer		
6437	Løvmo Mia Kvåle		NOR	Lom		
6438	Jon Pål Hamre		NOR	Trondheim		
6439	Jan Eivind Danielsen		NOR	Stavanger		
6440	Christer Raugland		NOR	Oslo		
6441	Tarjei Hamre		NOR	Trondheim		
6442	Jarle Kalland		NOR	Sogndal		
6443	Endre Sandø Evensen		NOR	Rådal		
6444	Einar Sulheim		NOR	Trondheim		
6445	Henning Wang		NOR	Sogndal		
6446	Magnus Krane Ovesen		NOR	Narvik		
6447	Erlend Nundal		NOR	Gjøvik		
6448	Bror Morten Ranum		NOR	Trondheim		
6449	Margot Verhaeren		BEL	Bruxelles		
6450	Nicolas Vancayzeele		BEL	Gougnies		
6451	Nicolas Giraldo		COL	Bogota		
6452	Joohwan Yoon		KOR	Jeju-si, Jeju-do		
6453	Tim Unuk		SLO	Rimske Toplice		
6454	Pau Jover Escapa		ESP	Sabadell		
6455	Erick Córdova A.		HON			
6456	Sushi Firas		JOR	Amman		
6457	Bassam Falah Saleh		IRQ			
6458	Georges Antoun Emile		LIB			
6459	Elias Georges Diab		LIB			
6460	Adriana Márquez		GUA	Antigua Guatemala		
6461	Bryan Mérida		GUA	Guatemala		
6462	Severino Scassa		ITA	Asti		
6463	Jean-Baptiste Tribout		FRA	Pertuis		
6464	Patxi Arocena		ESP	San Sebastian		
6465	François Lombard		FRA	L'Argentiere		
6466	Stefan Glowacz		GER	Dornach		
6467	Jim Karn		USA	Pertuis		
6468	Stefan Fürst		AUT	Kirchbichl		
6469	Jean Cabaret		FRA	Chateau-Arnoux		
6470	Robert Cortijo		FRA			
6471	Jindrich Hudecek		CZE			
6472	Guido Köstermeyer		GER	Erlangen		
6473	Ben Moon		GBR	Sheffield		
6474	Frédéric Coroller		FRA	Epinay Sur Seine		
6475	Marc Ivorra		FRA			
6476	Alexei Tchertov		RUS	Kaliningrad Xmelnitskoga		
6477	Piotr Korczak		POL			
6478	Klaus Büchele		GER	Biebertal		
6479	Yoshihiko Terashima		JPN			
6480	Hannes Rieser		AUT	Wörgl		
6481	Stéphane Poussardin		FRA			
6482	Thomas Fickert		GER			
6483	Scott Franklin		USA	Bend, Oregon		
6484	Txema Gomez		ESP	Sabadell		
6485	Pavol Zauska		SVK			
6486	Heinz Gut		SUI			
6487	Pierre Masschelein		BEL			
6488	Elie Chevieux		SUI	Petit Lancy		
6489	Philippe Steulet		SUI			
6490	Serge Blein		FRA	Argentiere		
6491	Tony Ryan		GBR	Chorlton, Manchester		
6492	Dave Cuthbertson		GBR	Baulluchulish, Arc-Kl, Scotland, UK		
6493	Samuel Delsinne		FRA			
6494	Ernst Rainer		AUT			
6495	Reinhard Schirl		AUT	Bad Hall		
6496	Yann Ghesquiers		FRA	St. Martin d'Meres		
6497	Vili Gucek		SLO	Trboulje		
6498	Thomas Huber		GER			
6499	Marko Lukic		SLO	Maribor		
6500	Michael Matlschwaiger		AUT	Bruck an der Mur		
6501	Frédéric Nicole		SUI	Yverdan		
6502	Michael Fadinger		AUT	Innsbruck		
6503	Werner Hofmans		BEL			
6504	Leszek Milczarek		POL			
6505	Tomas Pilka		CZE			
6506	Tomas Cada		CZE			
6507	Kevin Wilson		CAN			
6508	Mark Delafield		GBR	London		
6509	Colin Lantz		USA			
6510	Dorian Suc		SLO			
6511	Glenn Sutcliffe		GBR	Windermere Cumbria		
6512	Kelly Wilson		CAN			
6513	Jose Ferreira		POR			
6514	Tadej Slabe		SLO			
6515	Tsutomu Tanaka		JPN			
6516	Plamen Dekov		BUL			
6517	Jean Paul Finne		BEL	Bruxelles		
6518	Isabelle Patissier		FRA	St. Cannat		
6519	Lynn Hill		USA	Grambois/France		
6520	Nanette Raybaud		FRA	Marseille		
6521	Susi Good		SUI	Plons		
6522	Robyn Erbesfield		USA	St. Antonin Noble		
6523	Anna Ibanez-Tudoras		ESP	Barcelona		
6524	Catherine Gloesener		BEL	Bruxelles		
6525	Agnès Brard		FRA			
6526	Isabelle Dorsimond		BEL	Bruxelles		
6527	Andrea Eisenhut		GER			
6528	Corinne Labrune		FRA	Pertuis		
6529	Gunda Frühwald		GER	Forchheim		
6530	Felicity Butler		GBR	Heathersage, Sheffield, 530IDD		
6531	Isabelle Laffont		FRA	Palaiseau		
6532	Pascale Noel		LUX	Peppange		
6533	Natalie Richer		FRA	Buoux		
6534	Marie-Luise Kilchör		SUI			
6535	Jill Gardiner		GBR			
6536	Martina Polackova		SVK			
6537	Jola Sandford		CAN			
6538	Daniela Luzzini		ITA	Trento		
6539	Marie-Annick Piat		FRA	Toulon		
6540	Pascale Matera		FRA			
6541	Eriko Mogi		JPN	Saitama		
6542	Barbara Stranska		CZE	Hronov		
6543	Ineke Dijkstra		NED	Utrecht		
6544	Ivana Cadova		CZE			
6545	Metka Lukancic		SLO	Trbovlje Slo		
6546	Tamara Schlemmer		GER	Mainleus		
6547	Larisa Spelman		RUS			
6548	Rita Csoulimovska		RUS			
6549	Karin Kavoussi		AUT	Leoben		
6550	Agnes Kubista-Nugent		AUT			
6551	Miranda Ortar		SLO			
6552	Dagmar Pfaffenbichler		AUT	Steyr		
6553	Shelly Presson		USA	Bolder, CO, USA		
6554	Brigitte Schneider		AUT			
6555	Catherine Vallet		FRA	Venelles		
6556	Catherine Musso		FRA			
6557	Georgia Phipps		USA	Bend, OR		
6558	Stefano Alippi		ITA	Ballabio		
6559	Andrea Di Bari		ITA	Terni		
6560	Pavel Samoiline		RUS	Sverdlovsk		
6561	Stéphane Brette		FRA	Paris		
6562	Andrzej Marcisz		POL	Krakau		
6563	Mark Baker		AUS	Lugarno NSW		
6564	Matej Mejovsek		SLO	Velenje		
6565	Arnould T'Kint		BEL	Bruxelles		
6566	Marzio Nardi		ITA	Torino		
6567	Keiichi Ushizawa		JPN	Kawasaki		
6568	Hans Florine		USA	Morenga, California		
6569	Vladimir Jourkin		RUS			
6570	Ernestino Cocchetti		ITA	Bossico (BG)		
6571	Alessandro Lamberti Bocconi		ITA	Roma		
6572	Scott Milton		CAN	Zürich		
6573	Rae-Kyung Park		KOR			
6574	Tomasz Samitowski		POL			
6575	Hira Verick		AUS	Roseville Sydney NSW		
6576	Keefe Murphy		IRL			
6577	Catherine Bardon		FRA			
6578	Paola Pons		ITA	Pinerolo (TO)		
6579	Natalia Kosmacheva		RUS			
6580	Claudine Trecourt		FRA			
6581	Monica Malgarotto		ITA	Mogliano Veneto (TV)		
6582	Raffaella Valsecchi		ITA	Milano		
6583	Yulia Inozemtseva		RUS	St. Petersburg		
6584	Barbara Hirschbichler		GER	Bad Reichenhall		
6585	Daniela Vanharova		CZE	Brno		
6586	Mihaela Craciun-Pantis		ROU	Bucharest		
6587	Simona Skarja		SLO			
6588	Karin Bless-Reith		SUI	Sargans		
6589	Delyth Goodey		GBR	Leeds, West Yorkshire		
6590	Taitiana Dmitrievskaya		RUS			
6591	Raffaella Negretti		ITA	Brescia		
6592	Stefanie Schreiber		GER			
6593	Antonella Strano		ITA	Roma		
6594	Kairat Rakhmetov		KAZ	Alma Ata		
6595	Juri Lissovoi		RUS			
6596	Christoph Bucher		GER	Ravensburg		
6597	Kurt De Boeck		BEL	Lier		
6598	Geoff Weigand		AUS			
6599	Clemens Loskot		AUT			
6600	Nicola Sartori		ITA	Verona		
6601	Marcel Toman		CZE			
6602	François Coffy		FRA	Samoeris		
6603	Giorgio Manica		ITA	Trento		
6604	Philippe Leloup		BEL	Strombeek		
6605	Jakob Drömmer		GER			
6606	Henrik Suikhonen		SWE			
6607	Petrov Plamen		BUL			
6608	Peter Thaller		AUT	Lenzing		
6609	Stefan Adrian		ROU	IASI		
6610	Peter Gomersall		GBR			
6611	Ivan Temelkov		BUL	Sliven		
6612	Bobbie Bensman		USA			
6613	Nancy Feagin		USA	Jackson, USA		
6614	Flura Jirnova		RUS			
6615	Irmgard Braun		GER			
6616	Susan Price		USA			
6617	Margarita Saulimovskaia		RUS			
6618	Irina Kodina		RUS			
6619	Elena Vizitiu		ROU	Deva		
6620	Amy Irvine		USA			
6621	Sandra Mihalcea		ROU			
6622	Anna Voutchkova		BUL			
6623	Christoph Finkel		GER	Bad Oberndorf		
6624	Kusano Tosimichi		JPN			
6625	Sugino Tamotu		JPN			
6626	Will Gadd		CAN			
6627	Saleb Kazuyoshi		JPN			
6628	Tetsuyuki Tansou		JPN			
6629	Shibata Tomohiro		JPN			
6630	Ivan Vigil		MEX			
6631	Satoru Kamamura		JPN			
6632	Hujine Kai		JPN			
6633	Sadao Shimada		JPN			
6634	Ernesto Terrones		MEX			
6635	Tomoki Usami		JPN	Yokohama-City		
6636	Simon Parboosingh		CAN			
6637	Wei He		CHN			
6638	D. Lim		KOR			
6639	Yee-Ping Wong		HKG			
6640	Mohit Oberoi		IND			
6641	Ching-Ming Chou		TPE	TAIPEI		
6642	Chi-Loi Tang		HKG			
6643	Paramjit Singh		IND			
6644	Takehiko Yamazaki		JPN	Tokyo, Nishitmar-gan		
6645	Tong-Song Chen		TPE			
6646	Jung-Ae You		KOR			
6647	Yumiko Muroi		JPN			
6648	Rika Furuta		JPN	Tokyo		
6649	Chiaki Sugimori		JPN			
6650	Ork-Young Cha		KOR			
6651	Mito Masumi		JPN			
6652	Youko Katou		JPN			
6653	Chun-Fang Lin		CHN			
6654	Anne Jacob		IND			
6655	Shu-Mei Hsu		TPE			
6656	Alka Sabharval		IND			
6657	Kusi-Chib Yang		TPE			
6658	Alexander Adler		GER	Dresden		
6659	Werner Thon		GER	Bamberg		
6660	Volker Wüstermann		GER			
6661	Pascal Hublet		BEL			
6662	Sebastian Kostkiewicz		POL			
6663	Takashi Iwamori		JPN			
6664	Angela Striecks		GER	Nürnberg		
6665	Heike Ortlieb		GER			
6666	Ursula Helfert		GER			
6667	Elena Koliada		RUS			
6668	Svetlana Likhova		RUS			
6669	Diane Russell		USA			
6670	Marina Kleonova		RUS			
6671	Elena Cioroianu		ROU	Poporului 13/7		
6672	Barbara Clemes		CAN			
6673	Mick Lovatt		GBR			
6674	Pete Oxley		GBR			
6675	Stuart A. Cameron		GBR			
6676	Vincent Albrand		FRA	Luyes		
6677	Bob Bergman		CAN			
6678	Carlos Brasco		ESP			
6679	Won-Suk Chun		KOR			
6680	Tom Herbert		USA			
6681	Jan-Martin Roelofs		NED			
6682	Ian Vickers		GBR	Darwen		
6683	Brian Bergman		CAN			
6684	Vlad Bondarenco		RUS			
6685	Reto Hartmann		SUI	Lausanne 26		
6686	Zidan Stanko		SLO	Ljubljana		
6687	Helen Koliada		RUS			
6688	Magali Bonhoure		FRA			
6689	Glenda Huxter		GBR			
6690	Esther Bullido-Gomez		ESP			
6691	Claudie Dunn		GBR			
6692	Rachel Farmer		GBR			
6693	Airlie Anderson		GBR			
6694	Mirjam Verbeek		NED	PV Amsterdam		
6695	Robyn Cleland		GBR			
6696	Ruth Jenkins		GBR	Hunters Bar Sheffield		
6697	Lucy Ellis		GBR			
6698	Alison Cowley		GBR			
6699	Gill Lovick		GBR			
6700	Bernadette Braidley		GBR			
6701	Geraldine Taylor		GBR			
6702	Tracy Harrison		GBR			
6703	Catherine Dufill		GBR			
6704	Angela Soper		GBR			
6705	Safina Meah		GBR			
6706	Dalvinder Sodhi		GBR			
6707	Anne Gray		SUI	Lausanne 26		
6708	Anna Gregory		GBR			
6709	Gerhard Hörhager		AUT			
6710	Andreas Hofmann		GER			
6711	Stefan Böschenstein		SUI	Zug		
6712	Yves Philipona		SUI	Rossens		
6713	Kai Fujino		JPN	Fujioka-Gumma		
6714	Paul Boboc		ROU			
6715	Ionel Ene		ROU	Bucharest		
6716	Fabien Mazuer		FRA	Voreppe		
6717	Roland Muller		LUX			
6718	Ivica Matkovic		CRO	Cesta 83		
6719	Martin Schweizer		SUI	Münsterlingen		
6720	Tibor Fulöp		HUN			
6721	Marius Oniga		ROU			
6722	Nataliy Pashennik		RUS	Krasnoyarsk		
6723	Isabelle Palle		FRA			
6724	Galina Eremina		RUS			
6725	Natalia Bagenova		RUS			
6726	Alison Osius		USA	Carbondale		
6727	Marie Guillet		FRA	Chateauroux les Alpes		
6728	Laurence Guyon		FRA	Riom		
6729	Maria Himsl		AUT			
6730	Slavica Stojakovic-Pojgornik		CRO			
6731	Tatiana Semenova		RUS			
6732	Kuen-Taek Lee		KOR			
6733	Kimura Shinsuke		JPN			
6734	Kouichi Ohga		JPN			
6735	Tuneo Kato		JPN			
6736	Kazuyoshi Satou		JPN			
6737	Tomohiro Shibata		JPN			
6738	Yuzuki Kurozumi		JPN			
6739	Kazuaki Ohnishi		JPN			
6740	Hugh Widdowson		NZL			
6741	Lin Nai-Hsyin		TPE			
6742	Ting-Wai Wong		HKG			
6743	Lou Shen		CHN			
6744	Wang Wongpeng		CHN			
6745	Kyung-Soon Kim		KOR			
6746	Hisako Takeda		JPN			
6747	Fung-Kin Tam		HKG			
6748	Yukiko Maeshima		JPN			
6749	Kyung-Im Yoon		KOR			
6750	Michiko Akaishi		JPN			
6751	Shwu-Mei Shau		TPE			
6752	Mei-Huei Chou		TPE			
6753	Florian Hage		GER	Kemnath		
6754	Christian Schlesener		GER	Taufkirchen		
6755	Kurt Smith		USA			
6756	Robert LeBreton	53	AUS	Faulconbridge		
6757	Michael Schlotter		GER	Bamberg		
6758	Hakon Hansen		NOR	Oslo		
6759	Robert Caspersen		NOR			
6760	Chris Fossli		NOR			
6761	Paul Gieres		LUX			
6762	Miroslav Piala		SVK	Zilina		
6763	Eva Linhartova		CZE	Praha 6		
6764	Nevenka Osredkar		SLO	Radovljica		
6765	Kathy Yaniro		USA			
6766	David Villien		FRA	Strasbourg		
6767	Baptiste Briand		FRA			
6768	Peter Schäffler		AUT	Dornbirn		
6769	Tomas Sedlacek		CZE	Zlin		
6770	Frank Saetre		NOR			
6771	Hak Kil Lee		KOR			
6772	Jivko Drumev		BUL			
6773	Evan Wiercx		RSA			
6774	Tihomir Kathaunov		BUL	Sofia		
6775	Hjarrand Julsrud		NOR			
6776	Andy Davies		RSA			
6777	Vlado Pausic		CRO	Draga		
6778	Ivica Franceschi		CRO			
6779	Karla Riegler		AUT			
6780	Elka Jankova		BUL			
6781	Violeta Meltheva		BUL			
6782	Ivana Franceschi		CRO	Split		
6783	Ana Grabovac		CRO			
6784	Anca Tarna		ROU			
6785	Samuel Bie		FRA	Laroque		
6786	Benjamin Mazuer		FRA			
6787	Nicolas Javel		FRA			
6788	Luka Zaplotnik		SLO			
6789	Alv Borge		NOR			
6790	Benjamin Piraprez		BEL			
6791	Marie Claire Gontharet		FRA			
6792	Clara Puyadas-Mayo		ESP			
6793	Allis Cullen		CAN			
6794	Lise Noel		FRA			
6795	Andrew Swann		GBR	York Y 03 7 HQ		
6796	John Arran		GBR	Sheffield		
6797	Michael Lea		GBR	Sheffield		
6798	Tony Mitchell		GBR			
6799	Christian Griffith		USA			
6800	Nick Sellars		GBR	Sheffield S7 2BR		
6801	O. Roumegoux		FRA			
6802	Javier Carreras Portela		ESP			
6803	Lionel Clay		NZL	Les Vigneaux		
6804	X. Katys		CAN			
6805	Steven Bradshaw		RSA			
6806	Unda Tossebro		NOR			
6807	Naomi Guy		GBR	Nether Edge Sheffield		
6808	Carolyn Young		GBR			
6809	Eve Prickett		GBR			
6810	Therese Nost		NOR			
6811	Anne Murray		GBR			
6812	François Dreyfus		FRA	Gordes		
6813	Markus Dorfleitner		GER	Garmisch-Partenkirchen		
6814	Christian Roumegoux		FRA	Eury		
6815	Jacek Jurkowski		POL	Nowy Salz		
6816	Mateusz Kilarski		POL	Sosnouec		
6817	Hector Delcampo		BEL			
6818	Pavel Weisser		CZE			
6819	Stefan Milota		ROU	Timisoaria		
6820	Tom Braun		LUX			
6821	Berit Skejevling		NOR			
6822	Annette Kreiner		GER	Kreuzau/Boich		
6823	Ana Nicolai		ROU	Brasov		
6824	Stanislava Brazinova		CZE			
6825	Stephan Hilgers		GER	Köln		
6826	Markus Buchwald		GER	Freiburg		
6827	Christian Hümmer		GER			
6828	Raikhan Galiakbarov		RUS			
6829	Rudolf Mihal		SVK	Banska		
6830	Cristinel Constantin Prodan		ROU			
6831	Susan Winkler		GER	Korntal		
6832	Phillipe Mussatto		FRA	Aix-les-bains		
6833	Miyuki Tazushi		JPN	Osaka		
6834	Pascal Gisler		SUI	Sion, Valais, Suisse		
6835	Pavel Mentlik		CZE	Plzen		
6836	Milan Benian		CZE	Hlucin		
6837	Mike Downing		USA	Boulder, Co.		
6838	Vitaly Skorik		UKR	Kiev		
6839	Irene Steindl		AUT	Hopfgarten		
6840	Lydie Tuccio		FRA	St. Andre de Boege		
6841	Ursi Düggelin		SUI	Pfäffikon		
6842	Rebeka Pocek		SLO	Radovljica		
6843	Sandra Studer		SUI	Zürich		
6844	Olivier Frenette		CAN	Ste-fey, Quebec		
6845	Gheorghe Vititiu		ROU			
6846	Catherine Miquel		FRA	Pontoise		
6847	Christine Lacour		FRA	Fonteay aux Roses		
6848	Metin Mussov		BUL			
6849	Yaroslav Golovachev		UKR			
6850	Richard Wagner		SVK	Nova Bana		
6851	Nenco Dunev		BUL	V. Tirnovo		
6852	Ief Spinceraille		BEL	Leuven		
6853	Denis Vaveev		KAZ			
6854	Hristo Stoyanov		BUL			
6855	Levan Chovnadze		KAZ	Alma -Ata		
6856	Elena Posarlie-Croitoru		ROU	Bucharest		
6857	Marina Lichtina		KAZ	Alma -Ata		
6858	Galina Churbanova		KAZ	Alma -Ata		
6859	Marie Zadvornih		KAZ			
6860	Maxim Kozlov		RUS			
6861	Peter Horning		NED			
6862	Tony Yaniro		USA			
6863	Seth Johnston		CAN			
6864	Jung-Peel Choi		KOR			
6865	Warwick Fox		AUS			
6866	Mia Axon		USA	Denver, Colorado, USA		
6867	Barbara Schneider		GER	Nürnberg		
6868	Karin Spengler		GER	Baiersdorf		
6869	Zuzana Fischerova		CZE			
6870	Suzanne Paulson		USA			
6871	Sodhi Dalvinder		GBR			
6872	Margarita Panfyorova		UKR	Yalta		
6873	Jun-Sook Kim		KOR			
6874	Zoe Kozub		CAN			
6875	Hilary Harris		USA			
6876	Georg Hoffmann		GER	Weil am Rhein		
6877	Gregor Jaeger		GER			
6878	Gheorghe Cozanu		ROU			
6879	Imre Szocs		ROU			
6880	Pavel Ryva		CZE			
6881	Karel Jarchovsky		CZE			
6882	Fabrice Fara		FRA			
6883	David Carretero Perez		ESP			
6884	Carlos Garcia Bello		ESP			
6885	Tim Rogers		RSA			
6886	Jeremy Colenso		RSA			
6887	Ion Marcus		ROU			
6888	Marie Dutray		FRA			
6889	Gry Hansen		NOR			
6890	C. Chaussis		FRA			
6891	Gaèle Giot		FRA			
6892	Serguei Ivanov		RUS	Krasnojarsk		
6893	Neil Carson		GBR	Heath Charnock, Chorley, Lancs		
6894	Jürgen Anthoni		BEL	Wijneyem		
6895	Silvia Pearsons		GBR	Sheffield		
6896	Yasue Kato		JPN	Kariya-shi Aichi		
6897	Séverine Lizin		BEL	Waterloo		
6898	Tiffany Levine		USA	Montpellier		
6899	Heidi Willener		SUI	Guttannen		
6900	Elizabeth Illy		AUS	Seafork		
6901	Irena Palosek		CRO	Split, Croatia		
6902	Serguei Chemoulinkine		RUS	St. Petersburg		
6903	Vladimir Berezovsky		RUS			
6904	Aidar Akberov		RUS			
6905	Alexander Deulin	32	RUS			
6906	Sergey Rylov		UKR			
6907	Evgeni Girnov		UZB			
6908	Vladimir Savrasov		UZB			
6909	Vasily Milchevsky		RUS			
6910	Rustam Tulanov		UZB			
6911	Vano Guledani		GEO			
6912	Phillip Higgins		NZL			
6913	Besik Kiziria		GEO			
6914	Michael Pietkevich		LAT			
6915	Baiba Tsiparsone		LAT			
6916	Galina Agapova		RUS			
6917	Helen Dolgovyzova		KAZ			
6918	Silvia Fitzpatrick		GBR			
6919	Maria Pazuk		UZB			
6920	Stéphane Fressoz		FRA			
6921	John Cronin		USA			
6922	Laurent Laporte		FRA			
6923	Jason Campbel		USA			
6924	Olivier Fourbet		FRA			
6925	Jae-Hun Han		KOR			
6926	Marcello Bruccini		ITA	La Spezia		
6927	Peter Kmosko		SVK	Ilava		
6928	Grzgorz Kimla		POL			
6929	Kenji Iiyama		JPN			
6930	Martin Reimers		NOR	Oslo		
6931	Carl Sellman		SWE			
6932	Cecile Maillard		FRA			
6933	Claire Mimet		FRA			
6934	Björn Baldursson		ISL	Sogavegi		
6935	Florance Dutartre		FRA			
6936	Anne-Marie Coffy		FRA			
6937	Florence Lachenal		FRA			
6938	Renata Dumitrana		ROU			
6939	Martine Goerger		FRA			
6940	John David Dunne		GBR			
6941	Ed Morgan		GBR	Longscaht, Manchester		
6942	Robert Mirfin		GBR			
6943	Guy Holwill		RSA			
6944	Dionisios Stravogenis		GRE			
6945	Sian Killen		GBR			
6946	Oleg Boulavko		RUS			
6947	Hans Milewski		AUT			
6948	Wolfgang Widder		GER	Weilheim		
6949	Bernhard Wolf		GER			
6950	Sebastian Zasadzki		POL	Krakow, Poland		
6951	Jürgen Höfle		AUT	Dornsbirn		
6952	Daniel  Nikov		BUL	V. Tarnovo		
6953	Thomas Johnstone		AUT	Wien		
6954	Michi Tresch		SUI	Schattdorf		
6955	Petr Wagner		CZE			
6956	Ameli Haager		GER	München		
6957	Ines Bischoff		GER	Reutlingen		
6958	Urszula Wrobel		POL	Krakow, Poland		
6959	Marcin Bartocha		POL			
6960	Pavel Demin		RUS	Krasnoyarsk		
6961	Evgeni Zvonnarev		KAZ	Chimkent		
6962	Janos Nagy		HUN	Budapest		
6963	Viktor Tracevski		UKR			
6964	Serguei Chichkine		KAZ	Chimkent		
6965	Irina Zaytseva		RUS			
6966	Maja Sustar		SLO			
6967	Larissa Buronova		RUS			
6968	Larisa Shestminceva		UKR			
6969	Aleksandra Tomkowicz		POL			
6970	Daniel Kadlec		CZE	Brno		
6971	Paal Benum Reiten		NOR	Trondheim		
6972	Martin Häusler		GER	Ansbach		
6973	David Olds		RSA			
6974	Gotzon Gardeazabal		ESP	Barrio Ergoien Maruri		
6975	Roger Valtonen		SWE	Uppsala		
6976	Diego Tapia		CHI	santiago		
6977	Peter Vincze		HUN			
6978	Iva Hartmann		SUI	Maienfeld		
6979	Gill Blackburn		GBR			
6980	Tessa Little		RSA			
6981	Wilma Renkema		NED	KH Groninger		
6982	Frédéric Vionnet		FRA			
6983	Ricardo Otegui Zubiyaga		ESP			
6984	Garth Miller		AUS	Sydney		
6985	Markus Bock		GER	Bamberg		
6986	Gheorghe Pop		ROU			
6987	Noah Bigwood		USA			
6988	Oliver Tinner		SUI			
6989	Leif Henning Broch Johnsen		NOR	Tromso, Norway		
6990	Françoise Genon		BEL	Hambourg		
6991	Byung Tae Kim		KOR			
6992	Katarina Stremfelj		SLO			
6993	Maria Jarokh		UKR			
6994	Galina Chichkina		KAZ	Chimkent		
6995	Kyung-Soo Yang		KOR			
6996	Massimo Bruseghini		ITA	Caspoggio (SO)		
6997	Jan Kares		CZE			
6998	Gyula Dozsa		HUN	Budapest		
6999	Thomas Feuerstein		AUT	Bach		
7000	Dan Scortea		ROU			
7001	Nikolaos Theodorou		GRE			
7002	Ioannis Tsaousis		GRE	Athens		
7003	Meryl Singer		USA			
7004	Delphine Pigneur		FRA	Grenoble		
7005	Blaza Klemencic		SLO			
7006	Lucie Loudova		CZE	WOMEN.I_R/LLO		
7007	Manuela Monschein		AUT	Natters		
7008	Eva Smejkalova		CZE	Praha 1		
7009	Ben Bransby		GBR	Grinester Gloucestershire		
7010	Monika Niedbalska		POL			
7011	Oliwia Bechyne		POL	Krakow		
7012	Eliza Czerwinska		POL	Sopot		
7013	Pia Pylvänäinen		FIN	Helsinki		
7014	Timo Lautenschläger		GER	Bad König		
7015	Gianluca Cogo		ITA	Pievebelvicino (VI)		
7016	Damien Jandenand		FRA			
7017	Luca Modoni		ITA	Bologna		
7018	Frederique Colliere		FRA			
7019	Martina Artioli		ITA	Arco (TN)		
7020	Laura Ferrero		ITA	Torino		
